Taxon,MorphogroupID,CladeID,SpecimenID,HerbariumSheetID,Elevation,Latitude,Longitude,LAMLEN,LAMWID,PEDLEN,OVALEN,CALYTUBLEN,CALLOBLEN,PETLEN,PETWID,FILLEN,STYLEN
megapotamica,15,VI,LS293,K265,800,-25.42805556,-50.51972222,21.33,8.67,2.28,1.6,0.62,0.54,4.87,2.65,3.21,3.3
megapotamica,15,VI,BR49592,L296,900,-27.85,-50.21666667,44.67,8.33,2.99,1.42,0.61,0.51,4.85,2.23,3.15,3.04
megapotamica,15,VI,IT20026,MO1667195,240,-31.56666667,-52.61666667,38.33,6.83,2.23,1.38,0.68,0.74,4.83,1.94,2.8,2.7
megapotamica,15,VI,ARs.n.,GH_AREGNELLsn,900,-21.93333333,-46.41666667,25,9,2.31,1.24,0.7,0.68,4.57,1.97,2.92,2.66
megapotamica,15,VI,GH15362,NY498455,800,-25.60805556,-50.69138889,30,9,2.1,1.05,0.53,0.45,4.49,2.3,3.63,3.03
megapotamica,15,VI,RW842,MO5733318,900,-28.89944444,-50.38305556,36.59,7.89,2.64,1.29,0.8,0.53,4.48,1.76,2.74,2.1
megapotamica,15,VI,PR14398,L292,800,-27.5,-51.46666667,39,8.33,2.01,1.19,0.75,0.58,4.37,2.04,2.2,2.11
megapotamica,15,VI,AK42001,F2045773,990,-27.85777778,-50.80361111,37,9.83,2.96,1.31,0.65,0.45,3.94,1.92,2.66,2.43
megapotamica,15,VI,LF72,MOUNM_LF72,780,-26.09997222,-49.82508333,48,16,0,0,0,0,0,0,,
megapotamica,15,VI,LF73,MO6275004,780,-26.09986111,-49.82508333,26.89,7.88,0,0,0,0,0,0,,
megapotamica,15,VI,LF75,MOUNM_LF75,761,-25.87819444,-50.37886111,31,10.5,0,0,0,0,0,0,,
megapotamica,15,VI,LF76,MO6275008,761,-25.87819444,-50.37886111,27.6,10.42,0,0,0,0,0,0,,
megapotamica,15,VI,LF77,MO6275007,760,-25.87805556,-50.37888889,36.82,15.94,0,0,0,0,0,0,,
megapotamica,15,VI,LF78,MO6275009,760,-25.87833333,-50.37861111,35.22,15.04,0,0,0,0,0,0,,
petrophila,21,VI,EU1886,L384,1020,-26.5,-50.5,84.29,27.09,7.93,3.04,2.55,9.35,15.05,3.93,9.37,9.5
petrophila,21,VI,GH61252,MO04887573,800,-29.15,-50.11666667,91.1,26.88,10.89,2.86,2.58,7.81,13.38,2.86,8.98,8.75
petrophila,21,VI,BR49389,L383,890,-29.45,-50.58333333,74.16,24.24,14.01,3.53,2.63,8.32,0,0,,
petrophila,21,VI,BR50074,L385,891,-29.45,-50.58333333,55.85,20.95,13.62,3.8,1.6,4.3,0,0,,6.64
petrophila,21,VI,LF42,MO6294329,1130,-28.05591667,-49.36675,86.33,23,9.87,2.65,2.03,7.62,0,0,,
petrophila,21,VI,LF43,MO6294328,1130,-28.05577778,-49.36675,96.67,28.33,0,0,0,0,0,0,,
petrophila,21,VI,LF44,MO6294327,1128,-28.05583333,-49.36666667,98.67,27.67,0,0,0,0,0,0,,
petrophila,21,VI,LF45,MO6294330,1131,-28.05591667,-49.36669444,89.67,29,0,0,0,0,0,0,,
tucumanensis,31,VI,MS5087,MOUNM_MS5087,2396,-22.01027778,-64.59472222,49,17,9.47,2.33,1.53,3.25,17.08,4.54,11.5,10.93
tucumanensis,31,VI,KK10696,MO5685734,1400,-27.39777778,-65.94416667,53.67,21.33,8.6,2.34,1.83,3.9,16.71,4.33,12.31,11
tucumanensis,31,VI,PL5936C,LIL509008,1700,-23.46666667,-65,73.67,24.33,5.98,2.36,1.7,2.61,16.08,4.16,10.8,10.7
tucumanensis,31,VI,FV6838,L640,1250,-27.13305556,-65.5,53.67,20.67,11.06,2.33,1.58,2.55,15.91,3.81,10.93,11.07
tucumanensis,31,VI,SV2114,GH_SV2114,800,-26.87055556,-65.36305556,62.67,24.67,9.73,2.27,2.07,4.5,15.78,4.24,8.8,10.4
tucumanensis,31,VI,M 4544,K56,1200,-26.81472222,-65.37861111,47,18,10.4,2.38,1.78,3.48,15.71,4.75,9.8,9.9
tucumanensis,31,VI,AH22218,MO5708554,2800,-28.22916667,-65.95277778,32.33,12,6.63,2.19,1.56,2.67,15.57,3.26,11.8,11.93
tucumanensis,31,VI,JS10129,MO3122718,1000,-22.2,-64.53333333,67.35,19.51,9.6,2.7,2.05,2.19,15.28,2.7,9.64,8.47
tucumanensis,31,VI,SV10256,MO986252,1500,-26.69972222,-65.45,52,18.67,8.92,2.45,1.77,2.89,15.09,4.27,9.34,10.5
tucumanensis,31,VI,T4987,LIL534366,1750,-22.30944444,-64.66666667,38.67,13.67,13.18,2.28,1.65,3.12,15.03,4.18,9.7,10.4
tucumanensis,31,VI,SV1421,US1549341,1100,-26.87083333,-65.375,39.67,13.33,8.49,2.52,1.63,3.21,14.92,3.69,9.3,10.04
tucumanensis,31,VI,SV3985,MO960418,2000,-27.41666667,-66.08333333,38.76,15.71,8.5,2.46,2.41,4.71,14.65,2.88,10.49,9.38
hypoglauca,31,VI,JW8943,K147,3500,-17.8,-66.41666667,21.33,8.67,10.25,2.3,1.54,2.36,13.94,3.93,9.7,9.2
hypoglauca,31,VI,MC6241,NY_MC6241,2900,-17.62916667,-65.72777778,22.83,10,8.18,2.53,1.57,2.97,13.85,3.6,9.3,9.45
tucumanensis,31,VI,FB6142,MO4613353,1600,-21.4,-64.26666667,47.33,19,8.76,2.36,1.66,3.3,13.83,3.5,9.91,9.35
tucumanensis,31,VI,PC584,GH_PC584,1850,-28.73972222,-66.98222222,52,16.33,6.75,2.28,1.3,1.55,13.79,3.64,8.53,9.1
hypoglauca,31,VI,EF3538,MOUNM_EF3538,2900,-17.80305556,-64.77,33.33,15.33,4.68,3,1.77,2.5,13.47,5.17,7.03,7.71
hypoglauca,31,VI,FZ304,MOUNM_FZ304,2843,-17.82852778,-64.7185,37.33,16,3.97,2.67,1.91,4.23,13.23,5.76,6.3,7.5
tucumanensis,31,VI,FZU10377C,MO6274668,1690,-22.33333333,-64.72305556,48.33,17.33,7.35,2.34,1.7,2,13.19,3.61,9.4,9.48
tucumanensis,31,VI,RF1966,CTES338743,1700,-24.02277778,-65.38638889,45.67,16.67,9.56,2.5,1.73,3.04,12.71,3.46,8.2,8.6
hypoglauca,31,VI,CD3771,MO2597945,2900,-17.58777778,-65.26666667,18,10.5,7.26,2.71,1.63,2.32,12.62,3.58,7.7,8.17
hypoglauca,31,VI,DS152,MOUNM_DS152,2750,-17.84055556,-64.73944444,26.67,14,6.17,2.64,2.07,1.59,12.3,4.1,7.72,8.5
hypoglauca,31,VI,JT229,MOUNM_JT229,2969,-17.83666667,-64.73472222,39.67,19.33,4.57,2.67,1.63,3.61,12.25,4.65,6.9,7
tucumanensis,31,VI,TM3492,GH_TM3492,2000,-29.21611111,-66.86416667,31.67,11,7.49,2.15,1.4,1.75,11.93,3.37,8.3,9.3
tucumanensis,31,VI,GB1080,CORD_GB1080,1750,-23.69777778,-64.9,76,30.67,6.12,2.16,1.28,2.91,11.83,3.67,7.95,8.42
tucumanensis,31,VI,FZU10117A,MO6274672,1900,-25.73083333,-65.47888889,27.7,12.32,9.47,2.6,1.02,2.41,11.27,2.73,7.1,7
hypoglauca,31,VI,FZU10434A,MOUNM_FZ10434A,3398,-21.46694444,-64.88805556,26.33,9.67,4.6,2.25,1.56,1.77,11.18,3.34,7,8
hypoglauca,31,VI,JW10607,K152,2300,-18.58555556,-64.03944444,31.67,11.67,5.4,2.11,1.4,2.05,10.85,3.31,7,7
hypoglauca,31,VI,FZU10426A,MO6709885,3033,-21.46055556,-64.86666667,27.28,13.67,3.38,2.41,1.4,3.95,10.75,3.35,6.1,6.7
hypoglauca,31,VI,FZU10426D,MO6265711,3033,-21.46055556,-64.86805556,23.4,10.11,4.21,2.21,1.75,1.85,10.36,3.82,7.5,8
hypoglauca,31,VI,FZ307,MOUNM_FZ307,2928,-17.83686111,-64.72677778,41.33,22.33,3.75,2.6,1.56,2.3,10.11,4.3,5.8,5.94
hypoglauca,31,VI,KF2441,GH_KF24441,2800,-21.46388889,-64.85583333,18.33,7.33,5.48,1.86,1.23,1.7,10.03,2.62,7.45,7.46
hypoglauca,31,VI,JW9552,K148,3300,-21.46611111,-64.88527778,24.67,11.33,7.5,2.7,1.16,2.7,9.97,3.49,7,7.2
hypoglauca,31,VI,SV9001,US1549339,2500,-23.71666667,-65.66666667,22.33,8.33,7.6,2.34,1.4,2.27,9.58,3.18,6.23,7
hypoglauca,31,VI,MN33903,MO4360791,2200,-18.56666667,-64.05,47.41,18.46,5.13,2.52,1.28,2.64,9.53,3.57,6,6.13
hypoglauca,31,VI,AC1193,MOUNM_AC1193,2552,-19.56666667,-64.31722222,27,9.33,5.22,2.22,1.33,2.19,9.43,3.41,5.8,6.1
hypoglauca,31,VI,HS3739,L186,3300,-22.26527778,-65.06777778,22.67,9.67,5.55,2.29,1.25,2.31,9.43,3.56,4.86,4.4
hypoglauca,31,VI,HF5850,LIL502228,2800,-23.45138889,-65.465,18,7.67,3.85,2.05,1.27,1.82,9.2,2.6,5.1,5.98
hypoglauca,31,VI,JG587,MOUNM_JG587,2710,-20.75461111,-64.54427778,27.67,11.17,4.04,2.45,1.63,2.75,7.76,2.9,5,5.4
hypoglauca,31,VI,MS5081,MOUNM_MS5081,2396,-22.01,-64.59472222,20,9,4.35,2.33,1.29,3.03,7.72,3.13,5.2,5.7
hypoglauca,31,VI,FZU10330,MO6274664,2810,-23.61333333,-64.91111111,25.09,12.45,3.73,2.19,1.4,2,6.56,2.79,3.5,4.1
hypoglauca,31,VI,FZ280,MOUNM_FZ280,3352,-17.79208333,-65.4875,45,17.67,0,0,0,0,0,0,,
hypoglauca,31,VI,FZ281,MOUNM_FZ281,3352,-17.79208333,-65.4875,48.33,18,0,0,0,0,0,0,,
hypoglauca,31,VI,FZ305,MOUNM_FZ305,2846,-17.83041667,-64.71869444,31,17.33,0,0,0,0,0,0,,
hypoglauca,31,VI,FZ306,MOUNM_FZ306,2850,-17.83041667,-64.71869444,37.33,17.33,0,0,0,0,0,0,,
hypoglauca,31,VI,FZ308,MOUNM_FZ308,2928,-17.83686111,-64.72677778,39.33,19.67,0,0,0,0,0,0,,
tucumanensis,31,VI,FZU10003B,MO6274671,900,-27.05555556,-65.67111111,49.86,15.2,0,0,0,0,0,0,,
tucumanensis,31,VI,FZU10377A,MO6274662,1690,-22.33333333,-64.72305556,48.11,18.41,0,0,0,0,0,0,,
tucumanensis,31,VI,FZU1046A,MO6274673,1670,-21.43111111,-64.27444444,60.91,20.68,0,0,0,0,0,0,,
